n_of_job,n_of_family,problem,iteration,seed1,seed2,OBRKGA_P1_time,OBRKGA_P1_bin,OBRKGA_P1_fitness,OBRKGA_P2_time,OBRKGA_P2_fitness,OBRKGA_CP_time,OBRKGA_CP_fitness
60,3,4,2,46,44,34.7014,19,231,1.8852,414,10.0732,418
60,3,4,3,46,45,27.1624,19,223,1.3682,430,10.0832,431
60,3,4,4,46,46,29.7619,19,244,1.7422,390,10.0628,388
60,3,4,5,46,47,32.3838,19,253,1.578,425,10.0873,417
60,3,4,6,46,48,40.1972,19,213,1.8616,438,10.0713,434
60,3,4,7,46,49,26.1862,19,245,1.9234,385,10.0704,382
60,3,4,8,46,50,39.5373,19,243,2.4499,408,11.0038,408
60,3,4,9,46,51,24.8788,19,254,2.157,388,10.9918,385
60,6,0,0,42,42,27.7008,25,247,2.6119,465,10.0743,457
60,6,0,1,42,43,21.8879,25,247,2.5356,492,10.0794,476
60,6,0,2,42,44,21.1309,25,247,3.03,470,10.0793,462
60,6,0,3,42,45,22.7782,25,247,2.3139,479,10.0806,460
60,6,0,4,42,46,21.5085,25,247,3.1171,476,10.0773,457
60,6,0,5,42,47,24.8768,25,247,2.8213,490,10.0916,477
60,6,0,6,42,48,19.3428,25,247,2.5811,481,10.0806,466
60,6,0,7,42,49,19.5372,25,269,2.4054,486,10.085,473
60,6,0,8,42,50,22.2168,25,247,3.1947,469,10.0845,457
60,6,0,9,42,51,20.4472,25,247,2.7161,489,10.0699,479
60,6,1,0,43,42,24.0626,24,159,2.9677,290,10.0713,275
60,6,1,1,43,43,22.235,24,158,3.8594,290,11.3065,284
60,6,1,2,43,44,22.4764,24,159,3.1553,285,11.2942,280
60,6,1,3,43,45,24.061,24,156,5.4425,298,10.0818,299
60,6,1,4,43,46,25.5344,24,154,3.1537,297,10.069,295
60,6,1,5,43,47,25.0525,24,154,2.3837,304,10.0717,296
60,6,1,6,43,48,20.3701,24,155,2.6483,306,10.0702,289
60,6,1,7,43,49,23.7345,24,155,3.1593,304,10.0809,291
60,6,1,8,43,50,10.2074,24,184,3.7788,277,10.0771,274
60,6,1,9,43,51,25.0466,24,154,3.0109,304,10.0756,294
60,6,2,0,44,42,24.5332,23,244,2.3614,429,10.0845,417
60,6,2,1,44,43,22.2443,23,233,2.8639,437,10.0795,432
60,6,2,2,44,44,23.1479,23,227,2.7782,432,10.0814,409
60,6,2,3,44,45,21.7458,23,232,2.5546,415,10.0797,410
60,6,2,4,44,46,23.92,23,227,2.5906,435,10.0796,424
60,6,2,5,44,47,23.1648,23,239,2.2155,426,11.0069,416
60,6,2,6,44,48,20.6663,23,240,2.5008,414,11.111,418
60,6,2,7,44,49,27.7449,23,239,2.4081,427,11.1792,416
60,6,2,8,44,50,24.0757,23,227,2.4287,422,10.0612,409
60,6,2,9,44,51,18.4309,23,239,3.8864,424,10.0749,417
60,6,3,0,45,42,14.9515,28,275,4.0542,480,11.1531,464
60,6,3,1,45,43,25.1302,28,275,3.3236,474,10.0716,449
60,6,3,2,45,44,22.9262,28,274,3.3233,502,10.0771,466
60,6,3,3,45,45,21.5414,28,274,3.0853,493,10.0864,465
60,6,3,4,45,46,25.7106,28,274,3.1787,489,10.0778,468
60,6,3,5,45,47,18.5458,28,275,4.6582,462,11.6888,453
60,6,3,6,45,48,23.9497,28,260,3.5096,466,10.0795,455
60,6,3,7,45,49,23.5796,28,259,3.5948,493,10.0872,482
60,6,3,8,45,50,18.2356,28,275,3.4845,461,10.0586,447
60,6,3,9,45,51,14.4174,28,275,5.4426,466,10.0766,441
60,6,4,0,46,42,27.2545,19,379,1.7323,423,10.0744,427
60,6,4,1,46,43,19.4292,19,383,1.7908,442,10.074,441
60,6,4,2,46,44,24.2223,19,375,2.1076,465,10.0811,464
60,6,4,3,46,45,30.7226,19,377,1.8787,447,10.0794,449
60,6,4,4,46,46,23.7445,19,370,1.9383,460,10.0804,458
60,6,4,5,46,47,26.1793,19,365,2.0444,439,11.2232,441
60,6,4,6,46,48,24.2727,19,370,1.8768,455,11.2943,458
60,6,4,7,46,49,16.4707,19,385,1.9715,430,11.2426,433
60,6,4,8,46,50,25.1736,19,370,1.8708,460,11.2589,458
60,6,4,9,46,51,22.1635,19,377,3.4689,449,10.0856,449
120,3,0,0,42,42,20.7846,41,2415,8.0243,1640,10.0755,1592
120,3,0,1,42,43,156.8353,41,1172,5.8928,1841,10.0764,1833
120,3,0,2,42,44,136.0045,41,1281,6.3345,1730,11.4415,1755
120,3,0,3,42,45,79.0605,41,1665,4.8847,1630,11.3105,1561
120,3,0,4,42,46,143.0717,41,1307,8.2074,1658,10.0732,1652
120,3,0,5,42,47,22.1105,41,2415,6.3441,1636,11.3985,1592
120,3,0,6,42,48,39.6342,41,2101,5.9018,1844,10.0746,1770
120,3,0,7,42,49,59.0448,41,1793,5.774,1706,10.0776,1635
120,3,0,8,42,50,84.4408,41,1669,7.4307,1937,11.3483,1834
120,3,0,9,42,51,21.0284,41,2415,7.692,1633,11.37,1592
120,3,1,0,43,42,44.7122,40,599,9.6599,800,11.3594,699
120,3,1,1,43,43,143.3126,40,393,11.8107,783,11.3657,711
120,3,1,2,43,44,159.1271,40,375,10.4706,868,10.0772,663
120,3,1,3,43,45,61.2043,40,566,12.5137,819,11.3809,665
120,3,1,4,43,46,51.4316,40,606,3.1181,981,10.0764,686
120,3,1,5,43,47,188.5514,40,348,10.5011,804,11.4327,660
120,3,1,6,43,48,44.3325,40,627,8.6845,886,11.4353,660
120,3,1,7,43,49,160.851,40,375,10.7454,783,10.0753,658
120,3,1,8,43,50,51.9374,40,632,7.0582,792,10.0646,610
120,3,1,9,43,51,157.1701,40,395,10.2261,805,10.0765,678
120,3,2,0,44,42,140.4524,40,1165,6.0281,1617,10.0822,1587
120,3,2,1,44,43,103.9456,40,1155,6.2493,1708,11.457,1662
120,3,2,2,44,44,135.2148,40,1146,7.494,1632,10.0727,1599
120,3,2,3,44,45,122.7564,40,1105,9.0445,1832,10.0789,1795
120,3,2,4,44,46,159.9424,40,1164,7.2627,1707,11.488,1614
120,3,2,5,44,47,209.1127,40,1066,8.0387,1614,11.4743,1610
120,3,2,6,44,48,134.4004,40,1118,6.6736,1773,10.075,1754
120,3,2,7,44,49,175.5854,40,1145,7.516,1672,11.4173,1652
120,3,2,8,44,50,152.1347,40,1125,8.1021,1633,10.0676,1602
120,3,2,9,44,51,128.2721,40,1152,7.0327,1700,10.0794,1698
120,3,3,0,45,42,135.1808,42,1039,8.5398,1642,11.6332,1585
120,3,3,1,45,43,131.4631,42,1167,7.5948,1691,10.0735,1612
120,3,3,2,45,44,184.4728,42,1022,5.5097,1813,10.9559,1673
120,3,3,3,45,45,146.8526,42,1009,10.7101,1774,10.0641,1723
120,3,3,4,45,46,136.8985,42,1067,8.6498,1875,11.1397,1836
120,3,3,5,45,47,41.9211,42,1592,10.0712,1645,10.0777,1559
120,3,3,6,45,48,113.3168,42,1075,8.5647,1748,10.0799,1772
120,3,3,7,45,49,181.5743,42,1033,9.3069,1861,10.0772,1777
120,3,3,8,45,50,185.7749,42,1045,9.3696,1725,10.0841,1607
120,3,3,9,45,51,151.0332,42,983,8.214,1822,10.0813,1797
120,3,4,0,46,42,134.6853,34,1503,6.1574,1403,11.0878,1359
120,3,4,1,46,43,151.4643,34,1109,6.1075,1233,11.1539,1213
120,3,4,2,46,44,43.2858,35,1966,5.1975,1445,10.0747,1395
120,3,4,3,46,45,182.176,33,1520,7.4879,1366,10.0778,1369
120,3,4,4,46,46,90.4299,34,1384,5.5494,1341,11.3241,1328
120,3,4,5,46,47,118.9981,34,1667,6.0373,1353,11.4442,1330
120,3,4,6,46,48,28.1657,35,1954,5.3356,1485,10.0731,1460
120,3,4,7,46,49,30.6587,35,1467,5.1238,1214,10.068,1158
120,3,4,8,46,50,54.1396,35,1616,8.0865,1309,11.6631,1309
120,3,4,9,46,51,184.5809,33,1255,4.4874,1372,10.0664,1309
120,6,0,0,42,42,144.495,44,813,7.1251,1452,10.0748,1499
120,6,0,1,42,43,163.6845,44,870,8.0653,1495,10.0725,1412
120,6,0,2,42,44,190.5052,44,824,8.4609,1498,10.0666,1523
120,6,0,3,42,45,199.8271,44,815,9.3283,1472,10.0674,1533
120,6,0,4,42,46,122.6255,44,853,6.1271,1382,10.0648,1377
120,6,0,5,42,47,152.0204,44,886,8.1713,1493,10.0703,1434
120,6,0,6,42,48,155.6631,44,877,8.9621,1360,10.0647,1383
120,6,0,7,42,49,210.7189,44,812,10.8465,1364,10.079,1326
120,6,0,8,42,50,200.7839,44,865,7.7079,1398,11.6485,1412
120,6,0,9,42,51,126.0214,44,875,12.1744,1458,10.0834,1531
120,6,1,0,43,42,112.1675,41,643,9.6861,970,10.0851,912
120,6,1,1,43,43,141.3682,41,628,8.5585,993,11.5274,887
120,6,1,2,43,44,136.1223,41,620,8.2097,979,10.0773,880
120,6,1,3,43,45,163.7695,41,553,6.0459,1044,11.5525,945
120,6,1,4,43,46,146.3238,41,616,7.1102,1000,11.5744,975
120,6,1,5,43,47,126.0532,41,620,9.6789,978,10.0733,899
120,6,1,6,43,48,145.9024,41,611,9.3696,1027,10.0757,957
120,6,1,7,43,49,150.9311,41,661,6.2861,979,10.071,899
120,6,1,8,43,50,139.037,41,608,11.8207,935,10.0717,892
120,6,1,9,43,51,169.4045,41,552,5.9072,1041,11.7992,970
120,6,2,0,44,42,75.1607,45,909,6.8107,1384,10.069,1294
120,6,2,1,44,43,183.2126,45,678,6.8221,1433,10.0692,1315
120,6,2,2,44,44,176.0293,45,685,10.4395,1384,10.0833,1276
120,6,2,3,44,45,193.1467,45,756,7.283,1498,10.0572,1407
120,6,2,4,44,46,154.3038,45,711,5.4567,1539,10.0686,1337
120,6,2,5,44,47,161.6821,45,694,7.4671,1335,11.6791,1247
